,DATE,US_GDP,US_UNRATE,US_HousingPriceIndex,US_CPI,US_INDPRO,Price,Open,High,Low,Volume,Change %,Change,USREC,Target
161,2013-06-01,16728.687,7.5,154.19899999999998,0.239970809,99.2221,4802.6,4926.6,4933.3,4632.3,15150000000.0,-2.52%,-0.0252,0.0,0
162,2013-07-01,16953.838,7.3,155.60399999999998,0.039399753,98.8987,5052.0,4802.6,5098.5,4702.7,14330000000.0,5.19%,0.0519,0.0,1
163,2013-08-01,16953.838,7.2,156.961,0.120293156,99.4897,5135.0,5052.0,5168.2,5007.9,14910000000.0,1.64%,0.016399999999999998,0.0,1
164,2013-09-01,16953.838,7.2,158.22299999999998,0.116300449,100.021,5218.9,5135.0,5314.3,5115.1,13750000000.0,1.63%,0.0163,0.0,1
165,2013-10-01,17192.019,7.2,159.239,-0.257528326,99.9037,5425.5,5218.9,5457.3,5118.9,12750000000.0,3.96%,0.039599999999999996,0.0,1
166,2013-11-01,17192.019,6.9,160.07299999999998,-0.204242419,100.1582,5320.1,5425.5,5439.2,5284.9,12460000000.0,-1.94%,-0.0194,0.0,0
167,2013-12-01,17192.019,6.7,160.99200000000002,-0.00858115,100.374,5352.2,5320.0,5367.4,5028.2,12430000000.0,0.60%,0.006,0.0,1
168,2014-01-01,17197.738,6.6,161.923,0.372024767,99.9899,5190.0,5352.2,5383.4,5158.9,10810000000.0,-3.03%,-0.030299999999999997,0.0,0
169,2014-02-01,17197.738,6.7,162.52100000000002,0.369790865,100.7471,5404.8,5190.0,5461.7,5052.2,13690000000.0,4.14%,0.0414,0.0,1
170,2014-03-01,17197.738,6.7,163.08100000000002,0.644004413,101.7435,5394.8,5404.8,5462.3,5288.5,15040000000.0,-0.19%,-0.0019,0.0,0
171,2014-04-01,17518.508,6.2,163.388,0.329675445,101.8273,5489.1,5394.8,5554.5,5350.5,10540000000.0,1.75%,0.0175,0.0,1
