,DATE,US_GDP,US_UNRATE,US_HousingPriceIndex,US_CPI,US_INDPRO,Price,Open,High,Low,Volume,Change %,Change,USREC,Target
172,2014-05-01,17518.508,6.3,163.655,0.349260984,102.2392,5492.5,5489.1,5541.7,5372.1,12370000000.0,0.06%,0.0006,0.0,1
173,2014-06-01,17518.508,6.1,164.065,0.186212694,102.5774,5395.7,5484.1,5526.0,5373.6,12430000000.0,-1.76%,-0.0176,0.0,0
174,2014-07-01,17804.228,6.2,164.584,-0.039019396,102.7954,5632.9,5395.7,5644.2,5370.9,12090000000.0,4.40%,0.044000000000000004,0.0,1
175,2014-08-01,17804.228,6.1,165.21099999999998,-0.167051417,102.6322,5625.9,5632.9,5679.5,5425.2,12630000000.0,-0.12%,-0.0012,0.0,0
176,2014-09-01,17804.228,5.9,165.90099999999998,0.075256882,102.9417,5292.8,5625.9,5672.7,5253.1,13020000000.0,-5.92%,-0.0592,0.0,0
177,2014-10-01,17912.079,5.7,166.637,-0.251227781,102.9611,5526.6,5292.8,5526.6,5122.0,14410000000.0,4.42%,0.044199999999999996,0.0,1
178,2014-11-01,17912.079,5.8,167.331,-0.539941794,103.5978,5313.0,5526.6,5550.3,5292.9,11450000000.0,-3.86%,-0.038599999999999995,0.0,0
179,2014-12-01,17912.079,5.6,168.045,-0.567010091,103.6151,5411.0,5313.0,5486.7,5142.8,13200000000.0,1.84%,0.0184,0.0,1
180,2015-01-01,18063.529,5.7,168.625,-0.470589237,102.7923,5588.3,5411.0,5619.5,5267.4,11710000000.0,3.28%,0.032799999999999996,0.0,1
181,2015-02-01,18063.529,5.5,169.122,0.434304492,102.1366,5928.8,5588.3,5955.5,5588.3,14490000000.0,6.09%,0.060899999999999996,0.0,1
182,2015-03-01,18063.529,5.4,169.793,0.595172161,101.7869,5891.5,5928.8,5996.9,5748.7,15210000000.0,-0.63%,-0.0063,0.0,0
183,2015-04-01,18279.784,5.4,170.293,0.203287325,101.2255,5790.0,5891.5,5996.4,5749.9,11180000000.0,-1.72%,-0.0172,0.0,0
184,2015-05-01,18279.784,5.6,170.875,0.509723203,100.7675,5777.2,5790.0,5901.8,5574.6,13170000000.0,-0.22%,-0.0022,0.0,0
185,2015-06-01,18279.784,5.3,171.475,0.350287,100.4588,5459.0,5777.2,5777.2,5390.5,14040000000.0,-5.51%,-0.055099999999999996,0.0,0
186,2015-07-01,18401.626,5.2,172.145,0.006704716,101.0893,5699.2,5455.4,5718.9,5383.7,12860000000.0,4.40%,0.044000000000000004,0.0,1
187,2015-08-01,18401.626,5.1,172.93,-0.141627628,100.9165,5207.0,5699.2,5727.7,4928.3,15460000000.0,-8.64%,-0.0864,0.0,0
188,2015-09-01,18401.626,5.0,173.82299999999998,-0.155675658,100.633,5021.6,5207.0,5221.1,4918.4,16090000000.0,-3.56%,-0.0356,0.0,0
189,2015-10-01,18435.137,5.0,174.787,-0.044968375,100.1563,5239.4,5021.7,5384.8,5021.7,12940000000.0,4.34%,0.0434,0.0,1
190,2015-11-01,18435.137,5.1,175.733,-0.211068038,99.4366,5166.5,5239.4,5313.7,4979.2,13830000000.0,-1.39%,-0.0139,0.0,0
191,2015-12-01,18435.137,5.0,176.537,-0.341709644,98.9471,5295.9,5166.5,5325.8,4909.6,13500000000.0,2.50%,0.025,0.0,1
192,2016-01-01,18525.933,4.8,177.262,0.165310221,99.4391,5005.5,5295.9,5331.4,4803.9,11390000000.0,-5.48%,-0.0548,0.0,0
193,2016-02-01,18525.933,4.9,177.64,0.082307653,98.9232,4880.9,5005.5,5073.0,4706.7,14980000000.0,-2.49%,-0.024900000000000002,0.0,0
194,2016-03-01,18525.933,5.0,178.15599999999998,0.430600014,98.1635,5082.8,4880.9,5216.2,4868.1,14680000000.0,4.14%,0.0414,0.0,1
195,2016-04-01,18711.702,5.1,178.757,0.474106798,98.4775,5252.2,5082.8,5281.6,4893.5,11620000000.0,3.33%,0.0333,0.0,1
196,2016-05-01,18711.702,4.8,179.419,0.4045791,98.2549,5378.6,5252.2,5427.7,5182.2,13760000000.0,2.41%,0.0241,0.0,1
197,2016-06-01,18711.702,4.9,180.08599999999998,0.328436617,98.7315,5233.4,5378.6,5392.5,5051.0,13810000000.0,-2.70%,-0.027000000000000003,0.0,0
198,2016-07-01,18892.639,4.8,180.846,-0.16181364,98.8452,5562.4,5233.4,5570.4,5148.7,11520000000.0,6.29%,0.0629,0.0,1
199,2016-08-01,18892.639,4.9,181.836,0.091843011,98.7427,5433.0,5562.4,5611.2,5412.6,13190000000.0,-2.33%,-0.0233,0.0,0
200,2016-09-01,18892.639,5.0,182.81,0.240399586,98.6552,5435.9,5433.0,5473.3,5192.2,13840000000.0,0.05%,0.0005,0.0,1
201,2016-10-01,19089.379,4.9,183.739,0.124674851,98.7237,5317.7,5435.9,5498.0,5261.4,12200000000.0,-2.17%,-0.0217,0.0,0
202,2016-11-01,19089.379,4.7,184.748,-0.155546087,98.3443,5440.5,5317.7,5520.9,5052.1,15050000000.0,2.31%,0.0231,0.0,1
203,2016-12-01,19089.379,4.7,185.711,0.032732139,99.0406,5665.8,5440.5,5699.1,5383.8,12490000000.0,4.14%,0.0414,0.0,1
204,2017-01-01,19280.084,4.7,186.793,0.582772789,98.8158,5620.9,5667.4,5827.5,5604.3,10580000000.0,-0.79%,-0.0079,0.0,0
205,2017-02-01,19280.084,4.6,187.311,0.314611739,98.4356,5712.2,5620.9,5833.2,5582.7,13230000000.0,1.62%,0.016200000000000003,0.0,1
206,2017-03-01,19280.084,4.4,187.989,0.081279787,99.0492,5864.9,5712.2,5901.5,5675.0,15410000000.0,2.67%,0.026699999999999998,0.0,1
207,2017-04-01,19438.643,4.4,188.719,0.296553337,100.0416,5924.1,5864.9,5950.1,5790.6,10540000000.0,1.01%,0.0101,0.0,1
208,2017-05-01,19438.643,4.4,189.607,0.085472183,100.128,5724.6,5924.1,5956.5,5679.8,15250000000.0,-3.37%,-0.0337,0.0,0
209,2017-06-01,19438.643,4.3,190.514,0.090711101,100.337,5721.5,5724.6,5836.4,5629.8,14720000000.0,-0.05%,-0.0005,0.0,0
210,2017-07-01,19692.595,4.3,191.46,-0.068992264,100.0865,5720.6,5721.5,5799.6,5653.3,11800000000.0,-0.02%,-0.0002,0.0,0
211,2017-08-01,19692.595,4.4,192.647,0.29944523,99.6323,5714.5,5720.6,5806.3,5645.8,13920000000.0,-0.11%,-0.0011,0.0,0
212,2017-09-01,19692.595,4.3,193.742,0.529490589,99.7482,5681.6,5714.5,5777.7,5639.4,11070000000.0,-0.58%,-0.0058,0.0,0
213,2017-10-01,20037.088,4.2,194.788,-0.06320421,100.9893,5909.0,5681.6,5938.1,5650.9,10920000000.0,4.00%,0.04,0.0,1
214,2017-11-01,20037.088,4.2,195.941,0.002432469,101.2493,5969.9,5909.0,6052.1,5909.0,11780000000.0,1.03%,0.0103,0.0,1
215,2017-12-01,20037.088,4.1,197.161,-0.058783228,101.4871,6065.1,5969.9,6092.8,5938.7,10430000000.0,1.59%,0.0159,0.0,1
216,2018-01-01,20328.553,4.0,198.302,0.544774545,101.4852,6037.7,6065.1,6150.0,5991.9,9760000000.0,-0.45%,-0.0045000000000000005,0.0,0
217,2018-02-01,20328.553,4.1,199.229,0.453468997,101.7319,6016.0,6037.7,6121.4,5786.8,12880000000.0,-0.36%,-0.0036,0.0,0
218,2018-03-01,20328.553,4.0,199.967,0.22611259,102.1943,5759.4,6016.0,6026.1,5752.7,12350000000.0,-4.27%,-0.042699999999999995,0.0,0
219,2018-04-01,20580.912,4.0,200.661,0.397509156,103.3551,5982.7,5759.4,5991.1,5724.8,9950000000.0,3.88%,0.0388,0.0,1
220,2018-05-01,20580.912,3.8,201.424,0.415891693,102.381,6011.9,5982.7,6146.8,5964.1,13300000000.0,0.49%,0.0049,0.0,1
221,2018-06-01,20580.912,4.0,202.236,0.15938757,103.2256,6194.6,6011.9,6250.8,5972.0,12080000000.0,3.04%,0.0304,0.0,1
222,2018-07-01,20798.73,3.8,202.907,0.006746326,103.3561,6280.2,6194.6,6306.1,6174.4,11140000000.0,1.38%,0.0138,0.0,1
223,2018-08-01,20798.73,3.8,203.659,0.055554233,104.0585,6319.5,6280.2,6373.5,6230.9,13820000000.0,0.63%,0.0063,0.0,1
224,2018-09-01,20798.73,3.7,204.314,0.116202518,104.1038,6207.6,6319.5,6333.7,6102.0,12070000000.0,-1.77%,-0.0177,0.0,0
225,2018-10-01,20917.867,3.8,205.077,0.176676346,103.9297,5830.3,6207.6,6207.6,5624.6,14010000000.0,-6.08%,-0.0608,0.0,0
226,2018-11-01,20917.867,3.8,205.65,-0.334934852,104.0126,5667.2,5830.3,5941.3,5594.0,13850000000.0,-2.80%,-0.027999999999999997,0.0,0
227,2018-12-01,20917.867,3.9,206.141,-0.319396282,104.0451,5646.4,5667.2,5771.2,5410.2,12460000000.0,-0.37%,-0.0037,0.0,0
228,2019-01-01,21104.133,4.0,206.536,0.190659667,103.3598,5864.7,5646.4,5915.2,5552.0,10830000000.0,3.87%,0.0387,0.0,1
229,2019-02-01,21104.133,3.8,206.862,0.422705314,102.8251,6169.0,5864.7,6191.1,5848.9,13710000000.0,5.19%,0.0519,0.0,1
230,2019-03-01,21104.133,3.8,207.083,0.564135836,102.8361,6180.7,6169.0,6270.9,6096.8,14420000000.0,0.19%,0.0019,0.0,1
231,2019-04-01,21384.775,3.7,207.535,0.529500161,102.2748,6325.5,6180.7,6390.5,6169.8,10470000000.0,2.34%,0.023399999999999997,0.0,1
232,2019-05-01,21384.775,3.6,208.148,0.212875859,102.4176,6396.9,6325.5,6510.9,6203.1,13870000000.0,1.13%,0.0113,0.0,1
233,2019-06-01,21384.775,3.6,208.642,0.019914718,102.5425,6618.8,6396.9,6691.5,6315.6,13580000000.0,3.47%,0.0347,0.0,1
234,2019-07-01,21694.282,3.7,209.247,0.167094162,102.0057,6812.6,6618.8,6875.5,6618.8,13380000000.0,2.93%,0.029300000000000003,0.0,1
235,2019-08-01,21694.282,3.6,210.028,-0.005066824,102.7814,6604.2,6812.6,6812.6,6396.0,15480000000.0,-3.06%,-0.030600000000000002,0.0,0
236,2019-09-01,21694.282,3.5,210.838,0.078344858,102.4601,6688.3,6604.2,6775.6,6503.9,14700000000.0,1.27%,0.0127,0.0,1
237,2019-10-01,21902.39,3.6,211.725,0.228619055,101.5878,6663.4,6688.3,6766.2,6475.4,13040000000.0,-0.37%,-0.0037,0.0,0
238,2019-11-01,21902.39,3.6,212.765,-0.053624303,102.1494,6846.0,6663.4,6893.7,6634.7,12650000000.0,2.74%,0.0274,0.0,1
239,2019-12-01,21902.39,3.6,213.93400000000003,-0.090976953,101.9421,6684.1,6846.0,6890.0,6590.1,11090000000.0,-2.36%,-0.0236,0.0,0
240,2020-01-01,21706.513,3.6,215.032,0.387976994,101.3372,7017.2,6684.1,7144.9,6669.2,10880000000.0,4.98%,0.049800000000000004,0.0,1
241,2020-02-01,21706.513,3.5,215.902,0.274061813,101.6718,6441.2,7017.2,7197.2,6426.8,15830000000.0,-8.21%,-0.0821,0.0,0
242,2020-03-01,21706.513,4.4,216.462,-0.217645103,97.606,5076.8,6438.9,6524.3,4402.5,32860000000.0,-21.18%,-0.2118,1.0,0
243,2020-04-01,19913.143,14.8,216.862,-0.668694187,84.6812,5522.4,5076.8,5563.6,5022.4,19760000000.0,8.78%,0.08779999999999999,1.0,1
244,2020-05-01,19913.143,13.2,216.992,0.001950162,86.0108,5755.7,5522.4,5922.0,5169.6,19850000000.0,4.22%,0.042199999999999994,0.0,1
245,2020-06-01,19913.143,11.0,217.576,0.547204693,91.6745,5897.9,5755.7,6198.6,5705.4,22210000000.0,2.47%,0.024700000000000003,0.0,1
246,2020-07-01,21647.64,10.2,219.286,0.50582435,95.0037,5927.8,5897.9,6160.6,5892.8,15300000000.0,0.51%,0.0051,0.0,1
247,2020-08-01,21647.64,8.4,222.267,0.315321052,95.9294,6060.5,5927.8,6199.2,5860.7,16300000000.0,2.24%,0.022400000000000003,0.0,1
248,2020-09-01,21647.64,7.8,225.727,0.139274694,95.8914,5815.9,6060.5,6130.8,5763.2,17110000000.0,-4.04%,-0.0404,0.0,0
249,2020-10-01,22024.502,6.8,229.644,0.041493776,96.5256,5927.6,5815.9,6248.3,5779.6,13870000000.0,1.92%,0.0192,0.0,1
250,2020-11-01,22024.502,6.7,233.212,-0.061062722,96.9529,6517.8,5927.6,6713.3,5904.1,15410000000.0,9.96%,0.09960000000000001,0.0,1
251,2020-12-01,22024.502,6.7,236.532,0.094147847,98.2039,6587.1,6517.8,6765.7,6511.4,12850000000.0,1.06%,0.0106,0.0,1
252,2021-01-01,22600.185,6.4,239.686,0.425378349,98.8135,6607.4,6587.1,6832.6,6585.3,10490000000.0,0.31%,0.0031,0.0,1
253,2021-02-01,22600.185,6.2,242.44,0.547438279,95.5072,6673.3,6607.4,6938.0,6517.2,12930000000.0,1.00%,0.01,0.0,1
254,2021-03-01,22600.185,6.1,245.554,0.708327313,98.1929,6790.7,6673.3,6862.6,6648.6,14600000000.0,1.76%,0.0176,0.0,1
255,2021-04-01,23292.362,6.1,249.124,0.821890915,98.3317,7025.8,6790.7,7096.9,6783.3,11140000000.0,3.46%,0.0346,0.0,1
256,2021-05-01,23292.362,5.8,253.385,0.801710515,99.1867,7161.6,7025.8,7203.3,6917.3,12440000000.0,1.93%,0.019299999999999998,0.0,1
257,2021-06-01,23292.362,5.9,258.248,0.92906629,99.6483,7313.0,7161.6,7406.2,7117.5,13070000000.0,2.11%,0.021099999999999997,0.0,1
258,2021-07-01,23828.973,5.4,262.617,0.481052353,100.0668,7392.6,7313.0,7447.9,7205.0,12600000000.0,1.09%,0.0109,0.0,1
259,2021-08-01,23828.973,5.1,266.594,0.206591136,100.0412,7534.9,7415.9,7632.8,7414.9,14000000000.0,1.92%,0.0192,0.0,1
260,2021-09-01,23828.973,4.7,270.175,0.271597086,98.9955,7332.2,7534.9,7539.0,7145.7,16500000000.0,-2.69%,-0.0269,0.0,0
261,2021-10-01,24654.603,4.5,273.543,0.830811855,100.3542,7323.7,7332.2,7473.9,7157.9,13280000000.0,-0.12%,-0.0012,0.0,0
262,2021-11-01,24654.603,4.1,277.26,0.49134275,101.2684,7256.0,7323.7,7479.1,7180.3,13540000000.0,-0.92%,-0.0092,0.0,0
263,2021-12-01,24654.603,3.9,281.47,0.307251716,101.1948,7444.6,7256.0,7520.6,7168.9,11900000000.0,2.60%,0.026000000000000002,0.0,1
264,2022-01-01,25029.116,4.0,286.188,0.841457378,101.2146,6971.6,7444.6,7620.2,6758.2,14030000000.0,-6.35%,-0.0635,0.0,0
265,2022-02-01,25029.116,3.8,291.266,0.913397926,101.8458,7049.1,6971.6,7356.8,6945.7,15930000000.0,1.11%,0.0111,0.0,1
266,2022-03-01,25029.116,3.6,296.538,1.335137955,102.6732,7499.6,7049.1,7556.6,6968.9,18820000000.0,6.39%,0.0639,0.0,1
267,2022-04-01,25544.273,3.7,300.573,0.558253103,102.9024,7435.0,7499.6,7624.8,7233.3,12020000000.0,-0.86%,-0.0086,0.0,0
268,2022-05-01,25544.273,3.6,303.617,1.1023524,102.9659,7211.2,7435.0,7435.0,6930.2,15920000000.0,-3.01%,-0.0301,0.0,0
269,2022-06-01,25544.273,3.6,304.478,1.373607576,102.8224,6568.1,7211.2,7254.6,6407.0,18290000000.0,-8.92%,-0.0892,0.0,0
270,2022-07-01,25994.639,3.5,303.512,-0.011811914,103.0505,6945.2,6568.1,6973.6,6537.2,14070000000.0,5.74%,0.0574,0.0,1
271,2022-08-01,25994.639,3.6,301.046,-0.035439928,103.1703,6986.8,6945.2,7137.5,6918.2,16230000000.0,0.60%,0.006,0.0,1
272,2022-09-01,25994.639,3.5,299.02,0.215078451,103.5326,6474.2,6986.8,7015.2,6433.1,18130000000.0,-7.34%,-0.07339999999999999,0.0,0
273,2022-10-01,26408.405,3.6,298.61400000000003,0.405649443,103.4442,6863.5,6474.2,6873.8,6411.9,16450000000.0,6.01%,0.0601,0.0,1
274,2022-11-01,26408.405,3.6,298.339,-0.101002644,103.1058,7284.2,6863.5,7293.7,6823.0,17360000000.0,6.13%,0.0613,0.0,1
275,2022-12-01,26408.405,3.5,297.60900000000004,-0.307009146,101.8266,7038.7,7284.2,7375.2,6993.8,13710000000.0,-3.37%,-0.0337,0.0,0
276,2023-01-01,26813.601,3.4,297.461,0.799536383,102.7476,7476.7,7038.7,7516.8,6905.3,11920000000.0,6.22%,0.0622,0.0,1
277,2023-02-01,26813.601,3.6,297.779,0.558211051,102.8003,7258.4,7476.7,7567.7,7193.4,14250000000.0,-2.92%,-0.0292,0.0,0
278,2023-03-01,26813.601,3.5,298.839,0.331072996,102.8143,7177.8,7258.4,7370.3,6895.0,18100000000.0,-1.11%,-0.0111,0.0,0
279,2023-04-01,27063.012,3.4,300.244,0.505903868,103.2241,7309.2,7177.8,7391.2,7177.8,11430000000.0,1.83%,0.0183,0.0,1
280,2023-05-01,27063.012,3.7,302.323,0.251843501,102.9809,7091.3,7309.2,7368.0,7091.3,15280000000.0,-2.98%,-0.0298,0.0,0
281,2023-06-01,27063.012,3.6,304.366,0.322891424,102.3809,7203.3,7091.3,7368.4,7054.8,14950000000.0,1.58%,0.0158,0.0,1
282,2023-07-01,27610.128,3.5,306.474,0.190751502,103.0722,7410.4,7203.3,7472.3,6998.1,12500000000.0,2.88%,0.0288,0.0,1
283,2023-08-01,27610.128,3.8,308.86400000000003,0.436715507,103.0951,7305.3,7410.4,7470.1,7090.0,16230000000.0,-1.42%,-0.014199999999999999,0.0,0
284,2023-09-01,27610.128,3.8,310.92400000000004,0.248513155,103.3081,7048.6,7305.3,7340.9,6957.2,15680000000.0,-3.51%,-0.0351,0.0,0
285,2023-10-01,27956.998,3.8,312.772,-0.038337952,102.5781,6780.7,7048.6,7112.7,6751.3,15750000000.0,-3.80%,-0.038,0.0,0
286,2023-11-01,27956.998,3.7,313.658,-0.201513955,102.8868,7087.3,6780.7,7125.6,6780.7,14730000000.0,4.52%,0.0452,0.0,1
287,2023-12-01,27956.998,3.7,314.42900000000003,-0.099332033,102.6309,7590.8,7087.3,7614.3,7041.1,14360000000.0,7.10%,0.071,0.0,1
288,2024-01-01,28269.174,3.7,315.78700000000003,0.54475038,101.483,7680.7,7590.8,7682.3,7322.0,12310000000.0,1.18%,0.0118,0.0,1
289,2024-02-01,28269.174,3.9,317.332,0.618967178,102.6045,7698.7,7680.7,7703.8,7489.4,19210000000.0,0.23%,0.0023,0.0,1
290,2024-03-01,28269.174,3.8,318.308,0.646416994,102.4062,7896.9,7698.7,7901.2,7591.4,14580000000.0,2.57%,0.025699999999999997,0.0,1
291,2024-04-01,28629.153,3.9,319.326,0.2134563421065292,102.4329,7664.1,7896.9,7910.5,7492.6,11630000000.0,-2.95%,-0.029500000000000002,0.0,0
292,2024-05-01,28629.153,4.0,320.144,0.2134563421065292,103.3282,7701.7,7664.1,7900.2,7556.5,13660000000.0,0.49%,0.0049,0.0,1
293,2024-06-01,28629.153,4.1,179.85320136518772,0.2134563421065292,103.9941,7767.5,7701.7,7861.8,7654.2,12750000000.0,0.85%,0.0085,0.0,1
294,2024-07-01,28629.153,4.3,179.85320136518772,0.2134563421065292,97.1567224489796,8092.3,7767.5,8092.3,7702.5,12790000000.0,4.18%,0.0418,0.0,1
